OBJECTID,TYPE,YEAR,DATE_,TIME,CCN,AGE,OFFENSE_DISTRICT,OFFENSE_PSA,OFFENSE_BLOCKX,OFFENSE_BLOCKY,DEFENDANT_PSA,DEFENDANT_DISTRICT,RACE,ETHNICITY,SEX,CATEGORY,DESCRIPTION,ADDRESS,ARREST_BLOCKX,ARREST_BLOCKY,DATETIME
6744,Possession with intent to distribute,2014,2014/02/26 05:00:00+00,17:40:00,b'\x16\x96\x92\xea*\x95\xff',23,6D,604,407000,135600,604,6D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,100 BLOCK OF 57TH PL NE,407000,135600,2014/02/26 22:40:00+00
6745,Possession with intent to distribute,2014,2014/02/26 05:00:00+00,21:08:00,b'\xd4~tX+\xcc\x16',50,3D,301,396700,138300,404,4D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,1600 BLOCK OF R ST NW,396700,138300,2014/02/27 02:08:00+00
6746,Possession,2014,2014/02/26 05:00:00+00,21:32:00,b'y\x1c\xf6\xff\xd9\x0bQ',20,2D,206,394100,137300,Out of State,Out of State,W ,U ,M,Narcotics,Ucsa Possession Marijuana,34TH ST NW / WATER ST NW,394100,137300,2014/02/27 02:32:00+00
6747,Possession with intent to distribute,2014,2014/02/27 05:00:00+00,7:11:00,b'H`\x95\xbb\xe4\x0c\xaf',30,3D,302,398000,140000,302,3D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,2900 BLOCK OF GEORGIA AVE NW,398000,140000,2014/02/27 12:11:00+00
6748,Possession,2014,2014/02/27 05:00:00+00,12:00:00,b'\xe1\x05a\x921\x00\xb4',19,7D,708,399400,128600,703,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,4400 BLOCK OF SOUTH CAPITOL ST SW,399400,128600,2014/02/27 17:00:00+00
6749,Possession with intent to distribute,2014,2014/02/27 05:00:00+00,15:30:00,b'\xda\x06X(a9]',38,6D,604,405700,134500,502,5D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,1100 BLOCK OF 46TH ST SE,405700,134500,2014/02/27 20:30:00+00
6750,Possession,2014,2014/02/27 05:00:00+00,15:50:00,b'Qp\xc4\x17g\xc3c',48,3D,306,398500,138600,501,5D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,400 BLOCK OF T ST NW,398500,138600,2014/02/27 20:50:00+00
6751,Possession,2014,2014/02/27 05:00:00+00,17:30:00,b'\xa0\x9c\xc3\xb3<}#',22,3D,302,397100,140200,104,1D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,3100 BLOCK OF 14TH ST NW,397100,140200,2014/02/27 22:30:00+00
6752,Possession,2014,2014/02/27 05:00:00+00,18:15:00,b'\xe32\xa4A\x9f+\x82',23,1D,105,399000,133800,405,4D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,100 BLOCK OF M ST SW,398900,134300,2014/02/27 23:15:00+00
6753,Possession with intent to distribute,2014,2014/02/27 05:00:00+00,20:03:00,b'\x7f\xd1\xac\x0c\xae\x113',18,7D,702,402700,132400,607,6D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,2700 BLOCK OF NAYLOR RD SE,402700,132400,2014/02/28 01:03:00+00
6754,Possession,2014,2014/02/27 05:00:00+00,20:12:00,b'\x97\xcd\xb3\x9e\xa8{x',20,3D,302,398000,140400,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Possession Marijuana,3200 BLOCK OF GEORGIA AVE NW,398000,140400,2014/02/28 01:12:00+00
6755,Possession,2014,2014/02/27 05:00:00+00,20:12:00,b'\x97\xcd\xb3\x9e\xa8{x',44,3D,302,398000,140400,607,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,3200 BLOCK OF GEORGIA AVE NW,398000,140400,2014/02/28 01:12:00+00
6756,Possession,2014,2014/02/27 05:00:00+00,20:18:00,b'9\xbb\x7f\x8b/\x1d\xa8',23,2D,205,392900,140600,205,2D,W ,N ,M,Narcotics,Ucsa Possession Marijuana,4100 BLOCK OF MASSACHUSETTS AVE NW,392900,140600,2014/02/28 01:18:00+00
6757,Possession with intent to distribute,2014,2014/02/27 05:00:00+00,Juvenile,Juvenile,Juvenile,7D,702,0,0,Out of State,Out of State,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Pwid Marijuana,Juvenile,0,0,2014/02/27 05:00:00+00
6758,Distribution,2014,2014/02/28 05:00:00+00,0:03:00,b'i*\xff\x9c\x1b\x90\xe6',18,3D,305,397600,138900,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Distributing Marijuana,2100 BLOCK OF 11TH ST NW,397600,138900,2014/02/28 05:03:00+00
6759,Possession,2014,2014/02/28 05:00:00+00,11:50:00,b'\x9c\xf0rM`\x8eS',29,6D,608,406700,137300,602,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,900 BLOCK OF EASTERN AVE NE,406700,137300,2014/02/28 16:50:00+00
6760,Possession,2014,2014/02/28 05:00:00+00,16:26:00,b'\x93 \xeb\xabUA\xad',36,4D,403,397700,143100,,,B ,N ,M,Narcotics,Ucsa Possession Marijuana,900 BLOCK OF KENNEDY ST NW,397700,143100,2014/02/28 21:26:00+00
6761,Possession,2014,2014/02/28 05:00:00+00,17:21:00,"b'\x87\xf3,\x10\xf0i\x98'",27,7D,702,402800,132100,,,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2800 BLOCK OF NAYLOR RD SE,402800,132100,2014/02/28 22:21:00+00
6762,Possession,2014,2014/02/28 05:00:00+00,17:24:00,b'A.I\x8bC~\xaf',20,3D,304,398000,139600,605,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2600 BLOCK OF GEORGIA AVE NW,398000,139600,2014/02/28 22:24:00+00
6763,Possession,2014,2014/02/28 05:00:00+00,18:21:00,b'I\xc2\xb4k7Um',39,7D,706,401000,129400,,,B ,N ,M,Narcotics,Ucsa Possession Marijuana,4300 BLOCK OF WHEELER RD SE,401000,129400,2014/02/28 23:21:00+00
6764,Possession,2014,2014/02/28 05:00:00+00,18:55:00,b'\n\x99\xf0\xaa\xb7T\xdf',22,5D,507,401800,136700,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Possession Marijuana,17TH ST NE / GALES ST NE,401800,136700,2014/02/28 23:55:00+00
6765,Possession,2014,2014/02/28 05:00:00+00,18:59:00,b'\x940#\xc7N\xcb#',52,1D,105,399100,133900,105,1D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1300 BLOCK OF HALF ST SW,399100,133900,2014/02/28 23:59:00+00
6766,Possession,2014,2014/02/28 05:00:00+00,20:36:00,b'^\x7f\xcc\xd5o1T',19,2D,206,394500,137200,402,4D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1000 BLOCK OF WISCONSIN AVE NW,394500,137200,2014/03/01 01:36:00+00
6767,Possession,2014,2014/02/28 05:00:00+00,21:00:00,b'b\x1f>\x95V5q',32,7D,705,401500,130400,102,1D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,15TH ST SE / MISSISSIPPI AVE SE,401500,130400,2014/03/01 02:00:00+00
6768,Possession with intent to distribute,2014,2014/02/28 05:00:00+00,21:48:00,b'j\xf7j\xa4{`\xb0',37,3D,302,398000,140200,708,7D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,700 BLOCK OF KENYON ST NW,398000,140200,2014/03/01 02:48:00+00
6769,Possession,2014,2014/02/28 05:00:00+00,22:13:00,b'\x83\x18|\xd5\x96\x10\x0e',19,1D,105,398800,134300,505,5D,B ,N ,F,Narcotics,Ucsa Possession Marijuana,200 BLOCK OF M ST SW,398800,134300,2014/03/01 03:13:00+00
6770,Possession,2014,2014/03/01 05:00:00+00,0:17:00,b'\xa1{ \xdb\x94\xd9\x0c',23,6D,608,406100,137000,701,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,5000 BLOCK OF HUNT ST NE,406100,137000,2014/03/01 05:17:00+00
6771,Possession with intent to distribute,2014,2014/03/01 05:00:00+00,2:08:00,"b'\x8f\xb7""\x1f\xe7\xcd\x0c'",20,3D,305,398100,139200,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,BARRY PL NW / GEORGIA AVE NW,398100,139200,2014/03/01 07:08:00+00
6772,Possession,2014,2014/03/01 05:00:00+00,5:00:00,b':\xb2|p\x9d\xfe\x9e',25,5D,506,400200,137600,507,5D,B ,U ,F,Narcotics,Ucsa Possession Marijuana,600 BLOCK OF FLORIDA AVE NE,398200,138600,2014/03/01 10:00:00+00
6773,Possession,2014,2014/03/01 05:00:00+00,14:35:00,b'\xdc\xfe8\x1b\x81\xa0\xe8',48,7D,706,400000,129400,705,7D,B ,N ,F,Narcotics,Ucsa Possession Marijuana,3900 BLOCK OF 4TH ST SE,400000,129400,2014/03/01 19:35:00+00
6774,Possession with intent to distribute,2014,2014/03/01 05:00:00+00,15:20:00,b'\xd8\x8e(\xd4f\xc1`',22,7D,702,402300,132200,702,7D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,2700 BLOCK OF BRUCE PL SE,402300,132200,2014/03/01 20:20:00+00
6775,Possession,2014,2014/03/01 05:00:00+00,15:32:00,b'\x86gy\xf6\n\xfa]',19,6D,603,405000,135400,603,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,4400 BLOCK OF C ST SE,405500,135400,2014/03/01 20:32:00+00
6776,Possession,2014,2014/03/01 05:00:00+00,15:32:00,b'\x86gy\xf6\n\xfa]',22,6D,603,405000,135400,708,7D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,4400 BLOCK OF C ST SE,405500,135400,2014/03/01 20:32:00+00
6777,Possession,2014,2014/03/01 05:00:00+00,16:05:00,b'g[\xd2\x00Oq=',39,7D,706,400500,128800,,,B ,U ,M,Narcotics,Ucsa Possession Marijuana,800 BLOCK OF SOUTHERN AVE SE,400500,128800,2014/03/01 21:05:00+00
6778,Possession,2014,2014/03/01 05:00:00+00,16:44:00,b'@\xccO\n\xa0\x8b\xd7',45,6D,603,404300,136200,603,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,3900 BLOCK OF MINNESOTA AVE NE,404300,136200,2014/03/01 21:44:00+00
6779,Possession,2014,2014/03/01 05:00:00+00,17:18:00,b'{$\xa8\x02\x85_\xc5',54,7D,701,402200,133500,402,4D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1700 BLOCK OF 22ND ST SE,402200,133500,2014/03/01 22:18:00+00
6780,Possession,2014,2014/03/01 05:00:00+00,17:20:00,b'\x01\xe1|xOb\xcf',35,7D,701,401700,133400,702,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1700 BLOCK OF S ST SE,401700,133400,2014/03/01 22:20:00+00
6781,Possession,2014,2014/03/01 05:00:00+00,17:20:00,b'\x01\xe1|xOb\xcf',38,7D,701,401700,133400,403,4D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1700 BLOCK OF S ST SE,401700,133400,2014/03/01 22:20:00+00
6782,Possession,2014,2014/03/01 05:00:00+00,17:51:00,b'\xe9\xfb\xd8\x9bx\xd0-',25,6D,602,406100,136400,602,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,400 BLOCK OF 50TH ST NE,406100,136400,2014/03/01 22:51:00+00
6783,Possession,2014,2014/03/01 05:00:00+00,17:52:00,b'\xb1Z%*jY*',21,6D,602,406100,136400,602,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,400 BLOCK OF 50TH ST NE,406100,136400,2014/03/01 22:52:00+00
6784,Possession,2014,2014/03/01 05:00:00+00,18:00:00,b'f\xdei\x96\x16\x01\xd3',22,5D,506,401300,137600,Out of State,Out of State,W ,N ,M,Narcotics,Ucsa Possession Marijuana,1600 BLOCK OF TRINIDAD AVE NE,401300,137600,2014/03/01 23:00:00+00
6785,Possession with intent to distribute,2014,2014/03/01 05:00:00+00,18:11:00,b'arE\x8a\xc6V\x8a',25,7D,701,401000,133300,Out of State,Out of State,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,1800 BLOCK OF MARTIN LUTHER KING JR AVE SE,401000,133300,2014/03/01 23:11:00+00
6786,Possession,2014,2014/03/01 05:00:00+00,18:30:00,b'\xcbE\x84\xed\xcf\xd0\x08',34,7D,701,402200,133700,607,6D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,2200 BLOCK OF Q ST SE,402200,133700,2014/03/01 23:30:00+00
6787,Possession with intent to distribute,2014,2014/03/01 05:00:00+00,22:32:00,b'\x19\xf5p\xee\xc7\x17.',19,2D,205,392300,141200,205,2D,W ,N ,F,Narcotics,Ucsa Pwid Marijuana,4400 BLOCK OF MASSACHUSETTS AVE NW,392300,141200,2014/03/02 03:32:00+00
6788,Possession,2014,2014/03/02 05:00:00+00,1:24:00,b'\x8d\xe5\x953S(\x96',23,3D,306,398100,139700,Out of State,Out of State,B ,N ,F,Narcotics,Ucsa Possession Marijuana,600 BLOCK OF FAIRMONT ST NW,398100,139700,2014/03/02 06:24:00+00
6789,Possession,2014,2014/03/02 05:00:00+00,2:07:00,b'\xf8P_\xea\xc2\\E',23,3D,303,396400,139500,402,4D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2500 BLOCK OF CHAMPLAIN ST NW,396400,139500,2014/03/02 07:07:00+00
6790,Possession,2014,2014/03/02 05:00:00+00,18:20:00,b'YX\x9c\x8d\xbdp\xe0',26,5D,502,400400,130800,707,7D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,3000 BLOCK OF 7TH ST SE,400300,140000,2014/03/02 23:20:00+00
6791,Possession,2014,2014/03/02 05:00:00+00,19:00:00,b'\xe51Z\x1c\xf8?+',68,4D,401,397700,146200,705,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,7800 BLOCK OF GEORGIA AVE NW,397700,146200,2014/03/03 00:00:00+00
6792,Possession,2014,2014/03/02 05:00:00+00,Juvenile,Juvenile,Juvenile,1D,102,0,0,704,7D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,0,0,2014/03/02 05:00:00+00
6793,Possession,2014,2014/03/03 05:00:00+00,6:35:00,b'\x01$\xc6F-\x144',33,7D,706,400600,128900,706,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,800 BLOCK OF SOUTHERN AVE SE,400600,128900,2014/03/03 11:35:00+00
6794,Possession,2014,2014/03/03 05:00:00+00,18:45:00,b'\x01\x85\xe6\xc3\x9dK\xdc',20,6D,604,406100,135200,507,5D,B ,N ,F,Narcotics,Ucsa Possession Marijuana,5000 BLOCK OF C ST SE,406100,135200,2014/03/03 23:45:00+00
6795,Possession,2014,2014/03/04 05:00:00+00,15:08:00,b'\x9a\xa5\xe3{\x8cb\xa0',27,4D,402,397600,143900,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Possession Marijuana,6000 BLOCK OF GEORGIA AVE NW,397600,143900,2014/03/04 20:08:00+00
6796,Possession,2014,2014/03/04 05:00:00+00,16:40:00,b'\xd9\xad\xad8\xf5\x18\x97',39,4D,407,398800,141600,407,4D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,4200 BLOCK OF 2ND ST NW,398800,141600,2014/03/04 21:40:00+00
6797,Possession,2014,2014/03/04 05:00:00+00,18:05:00,b'>\x87\xcf:\xafPg',39,6D,603,404200,135200,Out of State,Out of State,B ,U ,M,Narcotics,Ucsa Possession Marijuana,300 BLOCK OF 37TH PL SE,404100,135300,2014/03/04 23:05:00+00
6798,Possession,2014,2014/03/04 05:00:00+00,21:00:00,"b's\xb6\xca\xc5e\x1b,'",38,6D,603,404100,136100,608,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,100 BLOCK OF 36TH ST NE,404100,136100,2014/03/05 02:00:00+00
6799,Possession,2014,2014/03/04 05:00:00+00,23:59:00,b'd\x8a\x0fw\x97\xd8\xbb',34,4D,407,398500,141600,403,4D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,400 BLOCK OF UPSHUR ST NW,398500,141600,2014/03/05 04:59:00+00
6800,Possession,2014,2014/03/04 05:00:00+00,23:59:00,b'\xe7%h\x1b\xe8[\x89',37,3D,305,398000,139200,Out of State,Out of State,W ,N ,M,Narcotics,Ucsa Possession Marijuana,2200 BLOCK OF 8TH ST NW,398000,139200,2014/03/05 04:59:00+00
6801,Possession,2014,2014/03/04 05:00:00+00,23:59:00,b'd\x8a\x0fw\x97\xd8\xbb',43,4D,407,398500,141600,402,4D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,400 BLOCK OF UPSHUR ST NW,398500,141600,2014/03/05 04:59:00+00
6802,Possession,2014,2014/03/04 05:00:00+00,Juvenile,Juvenile,Juvenile,4D,404,0,0,601,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,0,0,2014/03/04 05:00:00+00
6803,Possession,2014,2014/03/04 05:00:00+00,Juvenile,Juvenile,Juvenile,5D,504,0,0,503,5D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,0,0,2014/03/04 05:00:00+00
6804,Possession,2014,2014/03/04 05:00:00+00,Juvenile,Juvenile,Juvenile,7D,706,0,0,706,7D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,0,0,2014/03/04 05:00:00+00
6805,Possession,2014,2014/03/05 05:00:00+00,0:30:00,b'V3 [9\xd4b',24,5D,501,398900,139100,501,5D,B ,N ,F,Narcotics,Ucsa Possession Marijuana,2200 BLOCK OF 1ST ST NW,398900,139100,2014/03/05 05:30:00+00
6806,Possession,2014,2014/03/05 05:00:00+00,8:13:00,b'\xa7\x0fZ}\x830\xca',48,7D,701,400900,133100,105,1D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,2100 BLOCK OF MARTIN LUTHER KING JR AVE SE,400900,133100,2014/03/05 13:13:00+00
6807,Distribution,2014,2014/03/05 05:00:00+00,16:55:00,b'b\xccB\x8eMKK',51,3D,305,397200,138800,101,1D,B ,N ,M,Narcotics,Ucsa Distributing Marijuana,14TH ST NW / U ST NW,397200,138800,2014/03/05 21:55:00+00
6808,Possession,2014,2014/03/05 05:00:00+00,17:18:00,b'K\x07\xc1\x9c\xdb\xce\x0c',18,1D,103,399200,137600,502,5D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1200 BLOCK OF NORTH CAPITOL ST NW,399200,137600,2014/03/05 22:18:00+00
6809,Possession,2014,2014/03/05 05:00:00+00,18:22:00,b'\xbcSjZ\\8\xd4',43,4D,403,398400,142800,403,4D,B ,U ,F,Narcotics,Ucsa Possession Marijuana,400 BLOCK OF HAMILTON ST NW,398400,142800,2014/03/05 23:22:00+00
6810,Possession with intent to distribute,2014,2014/03/05 05:00:00+00,18:24:00,b'S\xc0\x17\x0c\xa3b+',37,6D,607,401500,133500,105,1D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,1600 BLOCK OF R ST SE,401500,133500,2014/03/05 23:24:00+00
6811,Distribution,2014,2014/03/15 04:00:00+00,17:37:00,b'\r\x18\xca_\x85\xeb\x1c',34,3D,304,398000,139900,304,3D,B ,U ,M,Narcotics,Ucsa Distributing Marijuana,700 BLOCK OF HARVARD ST NW,398000,139900,2014/03/15 21:37:00+00
6812,Possession,2014,2014/03/15 04:00:00+00,20:05:00,b'{o\x8b!w\xc3\x97',39,5D,507,402000,136800,507,5D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,1800 BLOCK OF BENNING RD NE,402000,136800,2014/03/16 00:05:00+00
6813,Possession with intent to distribute,2014,2014/03/15 04:00:00+00,21:10:00,b'\x11\x0b%\xceD\xfd8',34,1D,106,401300,134400,108,1D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,1400 BLOCK OF L ST SE,401300,134400,2014/03/16 01:10:00+00
6814,Possession,2014,2014/03/15 04:00:00+00,23:16:00,b'Ho\xfc\xc9\x1br\x80',53,4D,409,398200,140500,502,5D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,3500 BLOCK OF WARDER ST NW,398200,140500,2014/03/16 03:16:00+00
6815,Possession,2014,2014/03/16 04:00:00+00,1:44:00,b'\xb5\xf8g\x00H\xd35',22,5D,502,400100,139500,502,5D,B ,N ,F,Narcotics,Ucsa Possession Marijuana,500 BLOCK OF EDGEWOOD ST NE,400000,139500,2014/03/16 05:44:00+00
6816,Possession,2014,2014/03/16 04:00:00+00,1:50:00,b'\x9c\xcaI|D\xd2\xac',30,4D,407,397900,142300,504,5D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,8TH ST NW / DECATUR ST NW,397900,142300,2014/03/16 05:50:00+00
6817,Possession with intent to distribute,2014,2014/03/16 04:00:00+00,1:50:00,b'q[\xa8\x8f1\x08\xb8',33,1D,103,398900,137400,301,3D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,100 BLOCK OF PIERCE ST NW,398900,137400,2014/03/16 05:50:00+00
6818,Possession,2014,2014/03/16 04:00:00+00,2:55:00,b'\xf8\x81\x98\xa4y\xaf\x1a',26,4D,405,397900,140500,407,4D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,GEORGIA AVE NW / PARK RD NW,397900,140500,2014/03/16 06:55:00+00
6819,Possession,2014,2014/03/16 04:00:00+00,2:57:00,b'f?\xc68\x9c\x82w',21,6D,606,402800,132400,705,7D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,2800 BLOCK OF ALABAMA AVE SE,402800,132400,2014/03/16 06:57:00+00
6820,Possession,2014,2014/03/16 04:00:00+00,3:30:00,b'4@\x9c\x9bYm\x8f',23,3D,301,396600,138800,504,5D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1700 BLOCK OF U ST NW,396600,138800,2014/03/16 07:30:00+00
6821,Possession,2014,2014/03/16 04:00:00+00,3:40:00,b'4@\x9c\x9bYm\x8f',23,3D,301,396600,138800,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1700 BLOCK OF U ST NW,396600,138800,2014/03/16 07:40:00+00
6822,Possession,2014,2014/03/16 04:00:00+00,3:40:00,b'4@\x9c\x9bYm\x8f',30,3D,301,396600,138800,608,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1700 BLOCK OF U ST NW,396600,138800,2014/03/16 07:40:00+00
6823,Possession,2014,2014/03/16 04:00:00+00,16:59:00,"b';\xdcm\x1e{4u'",23,7D,701,401000,132500,701,7D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,1400 BLOCK OF BANGOR ST SE,401000,132500,2014/03/16 20:59:00+00
6824,Possession,2014,2014/03/16 04:00:00+00,17:18:00,b'\xfb\xa7\xb2\x05o8\xf2',18,6D,607,402000,133800,,,B ,N ,M,Narcotics,Ucsa Possession Marijuana,19TH ST SE / P ST SE,402000,133800,2014/03/16 21:18:00+00
6825,Possession,2014,2014/03/16 04:00:00+00,17:50:00,b'\xb6\xe8\xb65\xa1\x07K',26,7D,703,400800,131900,703,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2500 BLOCK OF POMEROY RD SE,400800,131900,2014/03/16 21:50:00+00
6826,Possession,2014,2014/03/16 04:00:00+00,17:57:00,b'\ru\t\xc5\x86U\xb9',22,7D,703,400700,132800,703,7D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,2400 BLOCK OF MARTIN LUTHER KING JR AVE SE,400700,132800,2014/03/16 21:57:00+00
6827,Possession,2014,2014/03/16 04:00:00+00,19:10:00,b'P\xce\x82\xe8c\xbf\x1a',38,3D,302,397600,140200,602,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1100 BLOCK OF KENYON ST NW,397600,140200,2014/03/16 23:10:00+00
6828,Possession,2014,2014/03/17 04:00:00+00,20:26:00,"b""\xe5s4\x07\x1a\xc9'""",30,7D,703,400300,132200,607,6D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,2600 BLOCK OF BIRNEY PL SE,400300,132200,2014/03/18 00:26:00+00
6829,Possession,2014,2014/03/17 04:00:00+00,21:48:00,"b'\x02\x8am\xd1""\xban'",35,4D,403,398100,143100,108,1D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,700 BLOCK OF KENNEDY ST NW,398100,143100,2014/03/18 01:48:00+00
6830,Possession,2014,2014/03/17 04:00:00+00,21:59:00,b'\xfd\xfe\xe0\xc6|\xeeB',33,2D,207,397100,136900,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Possession Marijuana,700 BLOCK OF 15TH ST NW,397100,136900,2014/03/18 01:59:00+00
6831,Possession with intent to distribute,2014,2014/03/18 04:00:00+00,8:16:00,b'e\xee\x91%\x11\xcb\x15',25,6D,604,405600,134800,604,6D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,600 BLOCK OF 46TH PL SE,405600,134800,2014/03/18 12:16:00+00
6832,Possession,2014,2014/03/18 04:00:00+00,8:40:00,b'\x8c\x7f<\x96\xa9\xe9\xfd',42,4D,401,397700,145700,304,3D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,7400 BLOCK OF GEORGIA AVE NW,397700,145700,2014/03/18 12:40:00+00
6833,Possession with intent to distribute,2014,2014/03/18 04:00:00+00,15:15:00,b'\xd0B\xcbF\xaa\xbc\xa4',27,7D,701,401100,133000,701,7D,B ,N ,F,Narcotics,Ucsa Pwid Marijuana,1300 BLOCK OF W ST SE,401200,139100,2014/03/18 19:15:00+00
6834,Possession,2014,2014/03/18 04:00:00+00,16:00:00,"b'j,\x8cx\x87\xa9\x95'",33,7D,706,400100,129000,708,7D,B ,U ,F,Narcotics,Ucsa Possession Marijuana,600 BLOCK OF CHESAPEAKE ST SE,400100,129000,2014/03/18 20:00:00+00
6835,Possession,2014,2014/03/18 04:00:00+00,17:00:00,b'\r\x08\x88\xdbZ\xcc\xb4',24,6D,603,405000,135900,603,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,4200 BLOCK OF EAST CAPITOL ST NE,405000,135900,2014/03/18 21:00:00+00
6836,Possession,2014,2014/03/18 04:00:00+00,18:00:00,b'5.\x13\xc9[ \x8c',34,4D,402,397600,144200,506,5D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,6200 BLOCK OF GEORGIA AVE NW,397600,144200,2014/03/18 22:00:00+00
6837,Possession,2014,2014/03/18 04:00:00+00,18:00:00,b'5.\x13\xc9[ \x8c',39,4D,402,397600,144200,402,4D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,6200 BLOCK OF GEORGIA AVE NW,397600,144200,2014/03/18 22:00:00+00
6838,Possession,2014,2014/03/18 04:00:00+00,18:37:00,b'pwl\xcc\xe0\xf3\x00',28,3D,304,397200,139600,Out of State,Out of State,B ,N ,F,Narcotics,Ucsa Possession Marijuana,1400 BLOCK OF FAIRMONT ST NW,397200,139600,2014/03/18 22:37:00+00
6839,Possession,2014,2014/03/18 04:00:00+00,19:20:00,"b'\xbbs\xcb0O\xa8,'",21,2D,206,393800,137400,607,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,3700 BLOCK OF WATER ST NW,393800,137400,2014/03/18 23:20:00+00
6840,Possession,2014,2014/03/18 04:00:00+00,19:33:00,b'\xac\xeb\xe9?\r\x03\x84',26,4D,409,397900,140600,409,4D,B ,N ,F,Narcotics,Ucsa Possession Marijuana,3500 BLOCK OF GEORGIA AVE NW,397900,140600,2014/03/18 23:33:00+00
6841,Possession,2014,2014/03/18 04:00:00+00,19:33:00,b'\xac\xeb\xe9?\r\x03\x84',40,4D,409,397900,140600,409,4D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,3500 BLOCK OF GEORGIA AVE NW,397900,140600,2014/03/18 23:33:00+00
